doc_id,title,chunk_id,text
MA006,MA Auto Insurance Claims FAQs,MA006_C007,"ce company about whether any coverage provided via your credit card company is primary, secondary or excess. If your vehicle is declared a total loss this means that the cost to repair the car exceeds the current value/worth of the vehicle. When your vehicle is a total loss, your insurance company will pay you only the “actual cash value” of the vehicle as of the date of the accident, not the cost to replace it. Your vehicle's value is determined by the following factors: the retail value for a vehicle of a similar type (also known as a “like kind”) and condition before the accident; and the price you paid for the vehicle plus the value of any improvements that had been made to the car. Your company also considers if your vehicle is worth less because of damage that happened to the vehicle before the accident which the appraiser ﬁnds or for which a claim has been paid; and how much it wo"
MA006,MA Auto Insurance Claims FAQs,MA006_C008,"ess because of damage that happened to the vehicle before the accident which the appraiser ﬁnds or for which a claim has been paid; and how much it would actually cost to buy an available vehicle of like kind and quality. If your vehicle has a high value because of its great condition such as an antique, classic, or restored auto, you should have it appraised and then insure it for the amount the appraisal says the vehicle is worth. Insurance companies can pick their own sources form which they derive their “total loss equations” from, such as NADA and Kelly Blue Book, and you have the right to ask the insurance company for their sources. If you disagree with the amount the company is oﬀering, you can attempt to negotiate, but remember, the vehicle has to be of like kind and quality. Please consult your personal auto policy for the speciﬁcs of this issue. Typically, if the insurer has ma"
MA006,MA Auto Insurance Claims FAQs,MA006_C009," vehicle has to be of like kind and quality. Please consult your personal auto policy for the speciﬁcs of this issue. Typically, if the insurer has made an oﬀer to you to settle your claim for the total loss of your car, the insurer may stop paying for the rental car. If you disagree with the total loss amount being oﬀered, you may attempt to negotiate with the insurer for a greater settlement amount by providing supporting documentation which supports your claim that the actual cash value of your vehicle is greater than the amount being oﬀered by the insurer. However, the insurer is not obligated to continue to pay for the rental car following an oﬀer to settle your claim. (Insurers will typically notify you a few days in advance of the cutoﬀ date that coverage for the rental car will no longer be provided.) Information about this question can be found in the “Substitute Transportation”"
MA006,MA Auto Insurance Claims FAQs,MA006_C010,"toﬀ date that coverage for the rental car will no longer be provided.) Information about this question can be found in the “Substitute Transportation” section of your policy. Yes, you have to keep paying your insurance premium even if your vehicle is declared a total loss until you return your license plates to the Registry of Motor Vehicles. Your auto policy does not end until you return the license plates to the Registry of Motor Vehicles (you do not need to physically return the plates to the RMV; you can cancel them online at the RMV's website). If you don't have your license plates because your auto was stolen or because your auto and plates were destroyed in a ﬁre, you must go to the nearest Registry of Motor Vehicles oﬃce and get a lost or stolen plates receipt. You must give the receipt to your insurance company to cancel your policy and stop paying your premium. Cancel your vehi"
MA006,MA Auto Insurance Claims FAQs,MA006_C011,"ost or stolen plates receipt. You must give the receipt to your insurance company to cancel your policy and stop paying your premium. Cancel your vehicle registration (license plates) Your insurance company has the option to take title to your vehicle when it pays your claim. The insurer is entitled to any salvage value your vehicle may have. If you want to keep your car, you can negotiate with your company to buy your vehicle for the agreed salvaged value. That depends. If you have a Waiver of Deductible Endorsement added on your policy and meet the criteria as outlined in the endorsement your company will waive your deductible if certain requirements are met. For example, common requirements are: 1. Your auto was legally parked when it was struck by another auto owned by an identiﬁed person. 2. Your auto was struck in the rear by another auto moving in the same direction and owned by a"
MA006,MA Auto Insurance Claims FAQs,MA006_C012,"s struck by another auto owned by an identiﬁed person. 2. Your auto was struck in the rear by another auto moving in the same direction and owned by an identiﬁed person. 3. The operator of the other auto was convicted of any of the following violations: a. Operating while under the inﬂuence of alcohol, marijuana or a narcotic drug. b. Driving the wrong way on a one-way street. c. Operating at an excessive rate of speed. d. Any similar violation of any similar law of another state in which the accident occurs. However, the deductible would not be waived if the operator of your covered auto under this Part was also convicted of one of the violations. 4. You are entitled to recover in court against an identiﬁed person for some reason other than those listed above. While most insurance companies use the same Waiver of Deductible Endorsement, you should check with your carrier as to the parti"
MA006,MA Auto Insurance Claims FAQs,MA006_C013,"n those listed above. While most insurance companies use the same Waiver of Deductible Endorsement, you should check with your carrier as to the particular language of your endorsement. Without the endorsement attached to your auto policy, there is no requirement that the company waive your deductible, regardless of any at-fault or not at-fault ﬁndings. There may be situations in which your company decides to return your deductible to you . This would be as a customer service, but they are not required to do so. If you ﬁle a claim for diminished value with your own insurance company, there is no coverage under your policy. It depends. Insurance companies writing private passenger automobile insurance in Massachusetts may use various policy forms meaning there is no set auto insurance policy that all insurers must use. Typically, insurers use either the 2008 standard policy, the 2016 stan"
MA006,MA Auto Insurance Claims FAQs,MA006_C014,"forms meaning there is no set auto insurance policy that all insurers must use. Typically, insurers use either the 2008 standard policy, the 2016 standard policy or their own proprietary policy as approved by the Division of Insurance. In October 2021, the Massachusetts Supreme Judicial Court (SJC) issued a decision saying for the ﬁrst time that the diminished value caused to your vehicle by a collision with another vehicle may be recoverable from the at-fault party for claims ﬁled involving the 2008 edition of the Standard Massachusetts Automobile Insurance Policy. If you are in an accident and the at-fault party has a Massachusetts policy that is based on the 2008 edition of the Standard Massachusetts Automobile Insurance Policy, you may be able to recover for the diminished value caused to your motor vehicle if you can establish such damages. The SJC ruling stated that when making a c"
MA006,MA Auto Insurance Claims FAQs,MA006_C015,"be able to recover for the diminished value caused to your motor vehicle if you can establish such damages. The SJC ruling stated that when making a claim against the other driver’s policy, the burden of proof is on the claimant to show that (i) a vehicle suﬀered diminished value even after being fully repaired, and (ii) the amount of any such damages. However, in January 2025, the SJC further ruled that if the policy is based on the 2016 Standard Massachusetts Automobile Insurance Policy the insurance company is not required to cover claims for inherent diminished value arising from an accident caused by an at-fault 3rd party, but the party who is at-fault for the accident could be held responsible for inherent diminished value, if the inherent diminished value can be independently established. When settling a claim, it may be necessary for you to contact the insurance company for the d"
MA006,MA Auto Insurance Claims FAQs,MA006_C016,"erent diminished value can be independently established. When settling a claim, it may be necessary for you to contact the insurance company for the driver that was at fault in your accident to understand whether there is coverage for inherent diminished value to your vehicle. Yes. They can deny a claim if any of the information on your application is false. The single most important thing you can do to protect yourself from a claim denial is to make sure that all of the information you give to your insurance company is complete and accurate. If you or someone on your behalf gives false, deceptive, misleading or incomplete information on any application and if that information increases the insurance company's risk of loss, your company may refuse to pay claims under any or all of the Optional Insurance coverages of the policy. You must state where your car is garaged most of the time, r"
MA006,MA Auto Insurance Claims FAQs,MA006_C017," refuse to pay claims under any or all of the Optional Insurance coverages of the policy. You must state where your car is garaged most of the time, regardless of your listed address. You must also list all the licensed drivers who are likely to drive your vehicle. This includes people who live with you (family and roommates) who do not have their own auto insurance, and also people who use your car on any kind of regular basis. If you move after you ﬁll out your initial application, you must tell your insurance company and the Registry of Motor Vehicles of your new address promptly. No. The company cannot cancel you for ﬁling a claim, but they can choose to non-renew your policy if they determine you are too much of a risk. The company must issue a non-renewal notice directly to you or to your agent at least 45 days prior to the expiration of your policy. It is then your responsibility "
MA006,MA Auto Insurance Claims FAQs,MA006_C018,"t issue a non-renewal notice directly to you or to your agent at least 45 days prior to the expiration of your policy. It is then your responsibility to ﬁnd a new insurance company to provide you coverage. The company can cancel you if you do not pay your premium or if they learn you provided false information on your application. In this instance, your company must send you a notice at least 20 days before the eﬀective date of the cancellation. A notice sent by regular mail with a certiﬁcate of mailing receipt obtained from the Post Oﬃce is enough. Certiﬁed or registered mail with a return receipt is not required. If your policy is being cancelled because you didn’t pay your premium, you must pay your exact outstanding premium immediately to prevent cancellation. If you feel that the cancellation is unfair for any reason, you may send a written appeal to the Board of Appeal. This must b"
MA006,MA Auto Insurance Claims FAQs,MA006_C019,"to prevent cancellation. If you feel that the cancellation is unfair for any reason, you may send a written appeal to the Board of Appeal. This must be done before the eﬀective date of cancellation. Appeal an Auto Insurance Cancellation Does an insurance company have to pay for claims in a certain amount of time? An object damaged my windshield and I am unable to determine where it came from. Am I covered for this loss? A body shop is repairing my vehicle after an insured loss. Does my insurance company have to pay for original equipment manufacturer (OEM) parts? Additional Resources Who has to pay the storage charges on my damaged auto when there is a dispute as to the amount of the claim payment? I use my vehicle for my primary or second job. Will my claim be paid if I am in an accident? If I own a vehicle with collision and comprehensive coverage, will my insurance apply to a rental o"
MA006,MA Auto Insurance Claims FAQs,MA006_C020,"job. Will my claim be paid if I am in an accident? If I own a vehicle with collision and comprehensive coverage, will my insurance apply to a rental or borrowed private passenger auto? My car is in the shop due to an accident, and I need a car to get around. How can I get rental car reimbursement from my or the other party’s auto coverage? I was driving a rental car and got into an accident. Which coverage is primary, my auto insurance coverage or the insurance coverage provided by the rental car company? My insurance company says my vehicle is a total loss after an accident. Does my company have to give me the amount of money I need to replace it? My car was totaled and a rental car was approved by my insurance company, but they are now asking me to return the car or I will have to pay for the rental car myself. Can they do that? Do I have to keep paying my auto insurance premium even a"
MA006,MA Auto Insurance Claims FAQs,MA006_C021,"king me to return the car or I will have to pay for the rental car myself. Can they do that? Do I have to keep paying my auto insurance premium even after the insurance company says my vehicle is a total loss? Additional Resources May I keep my vehicle if I have a collision, limited collision or comprehensive claim and my insurance company declares it a total loss? Is my company required to waive my collision deductible if I’m not more than 50% at-fault for an accident? Is my insurance company required to pay me for the lost or “diminished” value of my vehicle after it has been in an accident and has been fully repaired? I had an accident with another car and the driver of the other car is at-fault. Can I submit a claim to that driver’s insurance company for the “diminished” value of my vehicle after it has been in this accident and has been fully repaired? Can my insurance company deny "
MA006,MA Auto Insurance Claims FAQs,MA006_C022,urance company for the “diminished” value of my vehicle after it has been in this accident and has been fully repaired? Can my insurance company deny a claim for damages to my vehicle if the principle place of garaging listed on my application is false? Can my insurance company cancel my policy if I ﬁle a claim? What can I do if I receive a cancellation notice? Additional Resources Yes No Executive Oﬃce of Economic Development … Lemon Laws Automobile Insurance Feedback Menu State OrganizationsSelect Language
MA006,MA Auto Insurance Claims FAQs,MA006_C023, Additional Resources Yes No Executive Oﬃce of Economic Development … Lemon Laws Automobile Insurance Feedback Menu State OrganizationsSelect Language
MA007,How to Handle Insurance After MA Accident,MA007_C000,"Privacy - Terms /News/Massachusetts/How to Handle Insurance After a Car Accident in Massachusetts Car accidents can be traumatic and confusing, especially when it comes to dealing with insurance matters. In Massachusetts, understanding the process of handling insurance after a car accident is crucial to ensure you receive the compensation you deserve. The United States sees a signiﬁcant number of car accidents annually, with the National Highway Trafﬁc Safety Administration (NHTSA) reporting over 6.7 million crashes in 2021. These incidents vary in severity, resulting in injuries, fatalities, and property damage. Given this high frequency of accidents, it's crucial to practice safe driving and seek legal representation to address the complexities that often follow a crash. Here's a comprehensive guide to help you navigate the steps you need to take when dealing with insurance after an ac"
MA007,How to Handle Insurance After MA Accident,MA007_C001,"xities that often follow a crash. Here's a comprehensive guide to help you navigate the steps you need to take when dealing with insurance after an accident in the Bay State. Assess the Situation and Report the Accident Safety First: Ensure everyone involved in the accident is safe. Move to a safe location if possible. Call the Police: It is mandatory to report the accident to the police in Massachusetts if there are injuries, death, or property damage exceeding $1,000. Exchange Information: Collect the names, insurance information, and contact information, and include each party's car details. Document the Scene: Take pictures of the license plates, vehicles, and any visible damages. Note the accident location, time, and weather conditions. Understand Massachusetts Insurance Laws Since Massachusetts is a no-fault state, your insurance provider will provide compensation regardless of who"
MA007,How to Handle Insurance After MA Accident,MA007_C002,". Understand Massachusetts Insurance Laws Since Massachusetts is a no-fault state, your insurance provider will provide compensation regardless of who caused the accident. Familiarize yourself with the following terms: Personal Injury Protection (PIP): This coverage pays for medical expenses and lost wages up to the limit of your policy. Bodily Injury Liability: Covers harm the policyholder causes to another person. Property Damage Liability: Pays for repairs made to another person's property after an accident you cause. Collision and Comprehensive Coverage: Optional coverage for damages to your vehicle. File a Claim with Your Insurance Company Contact Your Insurer: Notify your insurance company about the accident as soon as possible. Provide Details: Give a detailed account of the incident, including the extent of your injuries and property damage. Submit Documentation: Provide the poli"
MA007,How to Handle Insurance After MA Accident,MA007_C003,"de Details: Give a detailed account of the incident, including the extent of your injuries and property damage. Submit Documentation: Provide the police report, accident images, and any associated medical documents or invoices to your insurer. Seek Medical Attention Immediate Care: Seek medical attention immediately after the accident, even if you feel ﬁne. Some injuries may not be immediately apparent. Keep Records: Keep a record of all prescription drugs, medical procedures, and follow-up appointments. You will need these records in order to submit an insurance claim. Understand the Claims Process Investigation: Your insurance provider will investigate the claim to see how much is covered. Evaluation: The insurer will evaluate the damages and injuries to assess the compensation amount. Settlement: Once the evaluation is complete, the insurance company will offer a settlement. Review th"
MA007,How to Handle Insurance After MA Accident,MA007_C004," and injuries to assess the compensation amount. Settlement: Once the evaluation is complete, the insurance company will offer a settlement. Review the offer carefully before accepting. Know Your Rights and Responsibilities Cooperate with Your Insurer: Provide any information or documentation requested by your insurance company. Understand Your Policy: Be aware of your policy's limits, deductibles, and coverage details. Seek Legal Advice: Seek advice from a personal injury attorney if you encounter difﬁculties with your claim or if you have questions about your legal rights. Tips for Dealing with Insurance Companies Be Honest: Provide accurate and truthful information to your insurer. Stay Organized: Keep all records and correspondence related to the accident and your claim. Be Patient: The claims process can take time. Follow up with your insurer regularly, but allow them time to proces"
MA007,How to Handle Insurance After MA Accident,MA007_C005,"ted to the accident and your claim. Be Patient: The claims process can take time. Follow up with your insurer regularly, but allow them time to process your claim. Conclusion Handling insurance after a car accident in Massachusetts requires prompt action, a clear understanding of your insurance policy, and knowledge of state laws. By following the steps outlined in this guide, you can navigate the claims process more effectively and make sure that you receive fair compensation for your damages and injuries. Remember, when in doubt, seeking legal advice from a qualiﬁed attorney will provide valuable guidance and support throughout this challenging time. Injured? The Ofﬁce of Brandon J. Broderick, Personal Injury Lawyers, Can Help If the unfortunate happens and you’ve been injured in an accident, don’t go at it alone. An experienced lawyer can advocate for your best interest and pursue fai"
MA007,How to Handle Insurance After MA Accident,MA007_C006,"rtunate happens and you’ve been injured in an accident, don’t go at it alone. An experienced lawyer can advocate for your best interest and pursue fair compensation for your damages. At Brandon J. Broderick, Attorney at Law, you can count on us to work tirelessly for your quality of life. Our long track record of success has helped people like you move forward after sustaining an injury caused by another’s negligence. Contact us now for a free legal review. This article is for informational purposes only and does not constitute legal advice. Consult an attorney for advice regarding your speciﬁc situation. Share: Most Popular Who Pays After a Parking Lot Accident With a Pedestrian in Massachusetts? Workers’ Compensation and Light Duty Work: Common Issues Claimants Face in Massachusetts Signs of Physical Abuse in a Massachusetts Nursing Home and What To Do Next When You Can Sue for Nerve D"
MA007,How to Handle Insurance After MA Accident,MA007_C007,"Common Issues Claimants Face in Massachusetts Signs of Physical Abuse in a Massachusetts Nursing Home and What To Do Next When You Can Sue for Nerve Damage After a Car Accident in Massachusetts Appealing Personal Injury Claims in Massachusetts Recent Posts Who Pays After a Parking Lot Accident With a Pedestrian in Massachusetts? Workers’ Compensation and Light Duty Work: Common Issues Claimants Face in Massachusetts Undervalued Settlements: Common Insurance Adjuster Tricks in Massachusetts Personal Injury Cases When You Can Sue for Nerve Damage After a Car Accident in Massachusetts Car Accident Involving a Police Cruiser: How Do Legal Claims Work in Massachusetts? Still have questions? Speak to an attorney today Call now and be done (877) 355-8312 Contact Us Amherst Office 17 Pray St Amherst, MA 01002 View on Map Boston Office 15 Court Square #560 Boston, MA 02108 View on Map Boston Offi"
MA007,How to Handle Insurance After MA Accident,MA007_C008,"55-8312 Contact Us Amherst Office 17 Pray St Amherst, MA 01002 View on Map Boston Office 15 Court Square #560 Boston, MA 02108 View on Map Boston Office 38-66 Cornhill Boston, MA 02108-2507 Brockton Office 33 Dover Street Brockton, MA 02301 View on Map Cambridge Office 552 Massachusetts Ave #213 Cambridge, MA 02139 View on Map Fall River Office 36 Fifth St. Suite 14 Fall River, MA 02720 View on Map Fitchburg Office 47 Ashby State Rd Fitchburg, MA 01420 View on Map Lawrence Office 599 Canal St Lawrence, MA 01840 View on Map Lowell Office 16 Stedman St #5, Lowell, MA 01851 View on Map Lynn Office 271 Western Ave #211c Lynn, MA 01904 View on Map New Bedford Office 34 Welby Rd #207 New Bedford, MA 02745 View on Map Quincy Office 299 Newport Ave Quincy, MA 02170 View on Map Somerville Office 402A Highland Avenue, Suite K Somerville, MA 02114 View on Map Springfield Office 235 Chestnut St., Un"
MA007,How to Handle Insurance After MA Accident,MA007_C009," Quincy, MA 02170 View on Map Somerville Office 402A Highland Avenue, Suite K Somerville, MA 02114 View on Map Springfield Office 235 Chestnut St., Unit 9 Springﬁeld, MA 01103 View on Map Worcester Office 67 Millbrook St., Suite 421 Worcester, MA 01606 View on Map Send your message At Brandon J. Broderick, Personal Injury Attorney At Law, we are devoted to helping injured individuals and their family members (877) 355-8312 Services Personal Injury Covid-19 Workers’ Injuries Car Accident Employment Law Menu About Us Our Blog Attorneys FAQ Contact Us Homepage Locations Results Testimonials We serve the following localities: Paramus, Jersey City, Trenton, Atlantic City, Cherry Hill, Edison, Millburn, Asbury Park, Vineland, Bordentown, River Edge, Camden, Newark, Elizabeth, Clifton, West Hempstead, Schenectady, New Rochelle, Huntington, Rochester, Elmira, Middletown, East Islip, Newburgh, Bi"
MA007,How to Handle Insurance After MA Accident,MA007_C010,"ge, Camden, Newark, Elizabeth, Clifton, West Hempstead, Schenectady, New Rochelle, Huntington, Rochester, Elmira, Middletown, East Islip, Newburgh, Binghamton, Buffalo, Yonkers, White Plains, Danbury, Norwalk, Stamford, Hartford, New Haven, Bridgeport, Milford, Norwich, Pinellas Park, Jacksonville, Rutland, Easton, Allentown, Harrisburg, Lancaster, Erie, Leola, Philadelphia, Pittsburgh, Lansdale, Bethlehem, Scranton, Worcester, Fall River, New Bedford, Springﬁeld, Louisville, Cleveland, Columbus, Toms River, Parsippany, Paterson, Ewing, Brooklyn, New York, Albany, Staten Island, Utica, Syracuse, Queens, Bronx, Mount Vernon, Waterbury, Reading, Boston, Upper Darby Township, Altoona, Montclair, Woodbridge, Morristown, Bayonne, New Brunswick, Irvington, Brick Township, Flushing, Long Island City, Poughkeepsie, Amherst, Saratoga Springs, Princeton, State College, York, Ithaca, Cheektowaga, Q"
MA007,How to Handle Insurance After MA Accident,MA007_C011,"Irvington, Brick Township, Flushing, Long Island City, Poughkeepsie, Amherst, Saratoga Springs, Princeton, State College, York, Ithaca, Cheektowaga, Quincy, Carlisle, Plattsburgh, Chester, Watertown, Cambridge, Groton, Somerville, Hamburg, Hackensack, Connecticut, New Jersey, Bergen County, Essex County, Middlesex County, Hudson County, Passaic County, Morris County, Union County, Somerset County, Monmouth County, Mercer County, Camden County, New York County, Kings County, Queens County, Westchester County, Rockland County, Fairﬁeld County, Troy, Morris Town, Manhattan. Car Accident Attorney • Truck Accident Attorney • Motorcycle Accident Attorney • Slip & Fall Attorney • Personal Injury Attorney Attorney Advertising. Prior Results Do Not Guarantee A Similar Outcome. © 2026 Brandon J. Broderick LLC D/B/A Brandon J. Broderick, Personal Injury Attorney at Law Privacy Policy Sitemap How to"
MA007,How to Handle Insurance After MA Accident,MA007_C012,"Guarantee A Similar Outcome. © 2026 Brandon J. Broderick LLC D/B/A Brandon J. Broderick, Personal Injury Attorney at Law Privacy Policy Sitemap How to Handle Insurance After a Car Accident in Massachusetts Car accidents can be incredibly stressful and disruptive, causing both physical and emotional distress. The process of navigating car insurance afterward can further complicate matters. Get a Free Legal Review First Name Last Name Email Address Phone Injuries Category - None - Message We aim to respond as quickly as possible, but allow 1 to 2 working days for a reply. MENU (877) 355-8312 Leave a message"
MA007,How to Handle Insurance After MA Accident,MA007_C013,"ies Category - None - Message We aim to respond as quickly as possible, but allow 1 to 2 working days for a reply. MENU (877) 355-8312 Leave a message"
MA008,MA General Law Chapter90 Section26,MA008_C000,"General Law - Part I, Title XIV, Chapter 90, Section 26 Skip to Content January 12, 2026 | 31°F The 194th General Court of the Commonwealth of Massachusetts MyLegislature MyLegislature Use MyLegislature to follow bills, hearings, and legislators that interest you. Sign in with MyLegislature Account * Indicates required fields Email* Password* Forgot Password? Sign in with Facebook Sign in with Google Not Registered? Learn More Here! » Menu Toggle navigation Home Search MyLegislature Bills & Laws Bills All Bills Recent & Popular Bills Senate Deadlines House Deadlines Browse Bills by City/Town Search Bills Search General Laws Browse General Laws Search General Laws Search Go to a General Law: Chapter: Section Number: Keyword: Go to that General Law Session Laws Browse Session Laws Search Session Laws Search Go to a Session Law: Type: Act Resolve Chapter: Year: 2025 2024 2023 2022 2021 2020"
MA008,MA General Law Chapter90 Section26,MA008_C001,al Law Session Laws Browse Session Laws Search Session Laws Search Go to a Session Law: Type: Act Resolve Chapter: Year: 2025 2024 2023 2022 2021 2020 2019 2018 2017 2016 2015 2014 2013 2012 2011 2010 2009 2008 2007 2006 2005 2004 2003 2002 2001 2000 1999 1998 1997 Go to Session Law Massachusetts Constitution Senate Journals House Journals Rules Reports and Communications Drafting Manual Glossary Close Menu Budget FY 2026 Budget Governor's Budget House Ways & Means Budget House Debate House Budget Senate Ways & Means Budget Senate Debate Senate Budget Conference Committee Final Budget Close Menu Legislators Legislators Redistricting Find Your Legislators Search Legislators Search Legislative Leadership All Leadership Senate Leadership House Leadership Senate All Senators Senate Clerk Commonwealth Conversations Clean Energy Future Tour House All Representatives House Clerk Close Menu Cler
MA008,MA General Law Chapter90 Section26,MA008_C002, Leadership Senate All Senators Senate Clerk Commonwealth Conversations Clean Energy Future Tour House All Representatives House Clerk Close Menu Clerks Dockets Search Dockets Search Senate Clerk Agenda Calendar Dockets Rules House Clerk Calendar Dockets Rules Senate Audits Senate Journals House Audits House Journals Close Menu Hearings & Events All Hearings & Events Search Events Search Sessions Joint Sessions Senate Sessions House Sessions Hearings Senate Committee Hearings House Committee Hearings Joint Committee Hearings Special Events Close Menu Committees & Commissions All Committees Search Committees Search Committees Joint Committees Senate Committees House Committees Committee Hearings Joint Committee Hearings Senate Committee Hearings House Committee Hearings Commissions Committee Book Hearing Attendance Close Menu State House Visit the State House On-site Tour Virtual Tour Acc
MA008,MA General Law Chapter90 Section26,MA008_C003,ings House Committee Hearings Commissions Committee Book Hearing Attendance Close Menu State House Visit the State House On-site Tour Virtual Tour Accessibility Request Accessibility Web Accessibility Policy Accessibility Initiatives Educational Opportunities Internships Student Government Day Citizens' Legislative Seminar Create Your Own Bill Media Gallery FAQ Contact Us Close Menu General Laws Part I ADMINISTRATION OF THE GOVERNMENT Title XIV PUBLIC WAYS AND WORKS Chapter 90 MOTOR VEHICLES AND AIRCRAFT Section 26 Accident reports; supplemental report; penalty for violation Section 26 Search the Legislature Search the Legislature Search General Laws Go Directly to a General Law Chapter Section Go to General Law Skip to Content Print Page Prev ious Next Section 26: Accident reports; supplemental report; penalty for violation Section 26. Every person operating a motor vehicle which is inv
MA008,MA General Law Chapter90 Section26,MA008_C004,"rev ious Next Section 26: Accident reports; supplemental report; penalty for violation Section 26. Every person operating a motor vehicle which is involved in an accident in which any person is killed or injured or in which there is damage in excess of one thousand dollars to any one vehicle or other property shall, within five days after such accident, report in writing to the registrar on a form approved by him and send a copy thereof to the police department having jurisdiction on the way where such accident occurred; provided, however, that such police department shall accept a report filed by an owner or operator whose vehicle has been damaged in an accident in which another person has unlawfully left the scene of such accident. Such report shall not be required during the period of incapacity of any person who is physically incapable of making a report. If the operator is not the o"
MA008,MA General Law Chapter90 Section26,MA008_C005,"eport shall not be required during the period of incapacity of any person who is physically incapable of making a report. If the operator is not the owner of the vehicle and is physically incapable of making such written report, the owner shall within five days after the accident make such report based on such knowledge as he may have and such information as he can obtain regarding the accident. The registrar may require any such operator or owner to file a supplementary written report whenever in the opinion of the registrar the original report is insufficient. The registrar may revoke or suspend the license of any person violating any provision of this section. Site Information & Links Helpful Massachusetts Links Mass.gov link to an external site Commonwealth Employment Opportunities link to an external site Secretary of the Commonwealth link to an external site Mass DOT link to an ext"
MA008,MA General Law Chapter90 Section26,MA008_C006,nal site Commonwealth Employment Opportunities link to an external site Secretary of the Commonwealth link to an external site Mass DOT link to an external site Boards & Commissions link to an external site Non-Profits & Charities link to an external site Libraries link to an external site Google Translate link to an external site Quick Links Accessibility MyLegislature Massachusetts General Laws Find My Legislator Visit the State House Contact Us Privacy Policy Terms And Conditions Copyright © 2026 The General Court of the Commonwealth of Massachusetts × Register for MyLegislature Register With An Existing Account Sign in with Facebook Sign in with Google Register With Your Email Address Email Address Password Confirm Password Register Registering... Already have an account? Sign in here. Forgot Password? × Sign in to MyLegislature Sign In With Your Facebook or Google+ Account Sign in w
MA008,MA General Law Chapter90 Section26,MA008_C007,"istering... Already have an account? Sign in here. Forgot Password? × Sign in to MyLegislature Sign In With Your Facebook or Google+ Account Sign in with Facebook Sign in with Google Sign In With Your MyLegislature Account Email* Password* Forgot Password? Sign In Signing In... Not Registered? Click here. Learn More Here! » × Forgot Password Please enter your email address. If there is an account associated with that address, a password reset link will be mailed to you. Email Address Reset Password Processing... Cancel × Sign In Required This feature is exclusive to users of MyLegislature Sign In Register × Search The Legislature Search the Legislature Search the Legislature Search"
MA008,MA General Law Chapter90 Section26,MA008_C008,red This feature is exclusive to users of MyLegislature Sign In Register × Search The Legislature Search the Legislature Search the Legislature Search
MA009,MA Insurance Complaint Process,MA009_C000,"Did you ﬁnd what you were looking for on this webpage? Division of Insurance Consumer Service Unit Phone 617-521-7794 Open Monday to Friday 8:45 am-5:00 pm Massachusetts Health Connector MassHealth (Medicaid) plans Motor Vehicle Damage Appraisers The Board of Appeal An oﬃcial website of the Commonwealth of Massachusetts Here's how you know OFFERED BY Filing An Insurance Complaint Help Us Improve Mass.gov All Topics Site Policies Public Records Requests © 2026 Commonwealth of Massachusetts. Mass.gov® is a registered service mark of the Commonwealth of Massachusetts. Mass.gov Privacy Policy Mass.gov Search Mass.gov SEARCH Division of Insurance Consumer Services responds to consumer inquiries and intervenes on behalf of consumers to help resolve complaints against insurers, agents, and other licensees. Filing An Online Complaint Report Suspected Insurance Fraud THE DETAILS If your complaint"
MA009,MA Insurance Complaint Process,MA009_C001,"ve complaints against insurers, agents, and other licensees. Filing An Online Complaint Report Suspected Insurance Fraud THE DETAILS If your complaint involves ongoing litigation or if you have an attorney representing you, do not complete this form. Consumer Services is not authorized to render legal opinions and does not intervene between attorneys and their clients, nor do we perform work on behalf of attorneys. Consumer Services can only help you obtain rights and beneﬁts that you are entitled to under your insurance contract and the Massachusetts insurance laws. WE CAN: 1. Review the company response to make sure that they followed the terms and conditions of the insurance policy in question as well as any applicable state insurance laws. 2. Work with the company to resolve your problem or help you and the company communicate with one another. 3. If we determine that the insurance c"
MA009,MA Insurance Complaint Process,MA009_C002,"ws. 2. Work with the company to resolve your problem or help you and the company communicate with one another. 3. If we determine that the insurance company or insurance professional did not meet the legal obligations of the policy, we will require corrective action. 4. Help you understand your insurance policy. WE CANNOT: 1. Provide assistance with your insurance complaint if you have an attorney. 2. Provide legal advice or provide legal representation or intervene on your behalf in a pending lawsuit. 3. Provide medical advice or make medical necessity determinations about health care services. 4. Determine who was at fault in a motor vehicle accident (aka liability). 5. Determine the facts surrounding the claim (such as the cause of a loss or damage) or determine who is being truthful when there are diﬀerent versions of the accident or claim. 6. Determine the value of a claim or the am"
MA009,MA Insurance Complaint Process,MA009_C003,"s or damage) or determine who is being truthful when there are diﬀerent versions of the accident or claim. 6. Determine the value of a claim or the amount of money owed to you 7. Tell a company to pay a claim, refund a premium, or reinstate or issue a policy f they followed the law and your policy. If you have already ﬁled a complaint about a particular issue and would like an update on your complaint, please call our Hotline or email us. Before submitting your complaint: Before ﬁling a complaint, please make sure you have considered your other options: Have you contacted your agent for assistance? Have you contacted the company for assistance? Have you sent the insurance company the information they requested? Have you asked the company to explain the reason for not paying your claim? Your completed complaint form gives us authorization to review your concerns and provides the informati"
